"Zone","Mosque ID","Mosque Name","Treatment Name","Mosque Name on Ground","Imam Name","Mosque Built Date","Shrine Name","Women’s prayer section","Rural = 1 / Urban = 2","WhatsApp Location","Latitude","Longitude","Closest Mosque (WhatsApp Location)","Closest Mosque (Latitude)","Closest Mosque (Longitude)","Photo (Inside)","Photo (Outside)","Comments"
"Lahore","piujl","Jamia Masjid Noor Emaan Wali Kashmri Bazar Lahore","Women Religious No Info Share","Jamia Masjid Noor Emaan Wali","Not Found","","","","2.0","https://maps.google.com/maps?q=31.5834478%2C74.3211755&z=17&hl=en","31.5834478","74.3211755","","","","https://drive.google.com/open?id=19qWJTPblKN5qGD4KzFhfq2SO0yFbKsq_, https://drive.google.com/open?id=1mfqsxnRVIUxFQMYApjSOa2tnSVdzacqV, https://drive.google.com/open?id=1HjkwZbUozozKJSk-J9-p-BOHZLfOD7fb, https://drive.google.com/open?id=1VwXSaCHUeNrndzJKdEyrlgKL_1J3wIHy, https://drive.google.com/open?id=1SQCumJvFhpLDS23rYZn0mufyyXsRkFoG","https://drive.google.com/open?id=1MBDSG4Sjh7PFJk_mBSZ4cAODRQKaQHYy",""
"Lahore","eiuou","Jamia Masjid Chila Gah Tabha Fareed Lahore","Control","Jamia Masjid Chila Gah Tabha Fareed Lahore","","","","","2.0","https://maps.google.com/maps?q=31.5742044%2C74.3040166&z=17&hl=en","31.5742","74.30402","","","","https://drive.google.com/open?id=1qS1P1yo_u52C6euKkHYZKN7fDPFFfnS0","https://drive.google.com/open?id=1xohUUxuKkWjqcnSP66Tz6ehkeInU3zsC",""
"Lahore","hhhnd","Jamia Masjid Unchee Laal Kuh Mochi Darwaza Lahore","Women Religious No Info Share","Jamia Masjid Unchee Laal Kuh","Hafiz Muhammad Waseem","1970.0","","","2.0","https://maps.google.com/maps?q=31.5782971%2C74.3222366&z=17&hl=en","31.5782971","74.3222366","","","","https://drive.google.com/file/d/1EAEFtnaCVb6rXTQOq7gECS77MPRxQQXN/view","https://drive.google.com/file/d/1PuHIx6y2GTICmfaDE4lrlJV0bamgkRDb/view",""
"Lahore","tnrvg","Jamia Masjid Hanfiya Takiya Saduwah Lahore","Community Religious No Info Share","Jamia masjid hanfia takia saduwah lahore","Masood.ur.Rehman","1955.0","","","2.0","https://maps.google.com/maps?q=31.5813779%2C74.3214262&z=17&hl=en","31.5813779","74.3214262","","","","https://drive.google.com/open?id=1szyDiDalkVvawHBIKN7rWUzqXxkooTfs","https://drive.google.com/open?id=1t9OLpaWT0OqlHtHaDtWCBhL9547YkJp9",""
"Lahore","fitmr","Jamia Masjid Taxsali Gate Lahore","Community Religious No Info Share","FITMR	Jamia Masjid Taxsali Gate Lahore	Maulana Abdul Baais","Moulana Abdul Baais","1870.0","","","2.0","https://maps.google.com/maps?q=31.5860839%2C74.3080745&z=17&hl=en","31.58608","74.30807","","","","https://drive.google.com/file/d/1TJmbwwQalYjH2XS4a-tYg3ku7mwy6BWI/view","https://drive.google.com/file/d/1Ihk6aTiQ0xPV5A_xdwIoSV__ykaCLMvr/view",""
"Lahore","ucpvp","Jamia Masjid Maki New Anarkali Lahore","Community Secular No Info Share","Jamia Masjid Makki New Anarkali","Ubaid ul Rehman","1962.0","","","2.0","https://maps.google.com/maps?q=31.5760629%2C74.3130287&z=17&hl=en","31.57606","74.31303","","","","https://drive.google.com/open?id=15svQt3YI4h5vxYr_xz1EOl37KOh29YHw","https://drive.google.com/open?id=1ttGVp-xj-LiTThGIL6Bfnc5LZmuWY17q",""
"Lahore","ztlcn","Jamia Masjid Takiya Puter Nagha Lahore","Women Secular No Info Share","Jamia Masjid Takiya Puter Nagha Lahore","Qari Muhammad Azam","1945.0","","","2.0","https://maps.google.com/maps?q=31.5828981%2C74.3059768&z=17&hl=en","31.5829","74.30598","","","","https://drive.google.com/open?id=1HGimRFK9XZ6o0q94ZmyJPguOG_aLXgCT","https://drive.google.com/file/d/149FosAjYgkFmXiczg2dV2FoxlRovEPtU/view",""
"Lahore","gtfgm","Jamia Masjid Sheer Shah Wali Lahore","Control","Jamia Masjid Sheer Shah Wali Lahore","Abu Bakar Farooq","1850.0","Sheer shah wali darbaar","","2.0","https://maps.google.com/maps?q=31.5908317%2C74.3130167&z=17&hl=en","31.5908317","74.3130167","","","","https://drive.google.com/open?id=1vOlaOiCwCzUM798ls2idrdbN1erRLgEd","https://drive.google.com/open?id=1x9R0ZU_6hSIn886mneCQ8o7tcmQfbJWR, https://drive.google.com/open?id=1FxhpUGf9kBJ6ejMbOYwtQV5cRaxaB370",""
"Lahore","qkvvj","Jamia Masjid Bazaad Hata Lahore","Women Secular Info Share","Masjid Khulfa Rashidin Hata Bazar Rang Mahal","Abdul Basit","1997.0","","","2.0","https://maps.google.com/maps?q=31.5831058%2C74.3184517&z=17&hl=en","31.58311","74.31845","","","","https://drive.google.com/open?id=14KX0GLhDqGB9f2i9oj8iMQ63xAbcB2Rt, https://drive.google.com/open?id=1_djUUqvSO2el91ek7Iu1B2rRAbhPzxxn, https://drive.google.com/open?id=118S8Wz0n82A8qrsO-bk-lrjA_j94MJPQ, https://drive.google.com/open?id=1dp-em5kz4GsePo-MTL1sv6iW15Y-IC8d, https://drive.google.com/open?id=155-J3vxuzEzZMXILCXO922SRx7u650P0","https://drive.google.com/open?id=1MsKv_tUrcc0P4YpnbqEhkKZ6UzNtiveo, https://drive.google.com/open?id=13sQQl9eEDspsXNjll5Q_wcU6w4wTvscx, https://drive.google.com/open?id=1oCmhI_HQPhfHoaZl5Vf2vWTh2njz44-0",""
"Lahore","umifn","Jamia Masjid Takiya Kabotar Shah Lahore","Control","Jamia masjid abdula sha bukahre kabotar sha","Abdur Rehman","","","","2.0","https://maps.google.com/maps?q=31.585691%2C74.3204243&z=17&hl=en","31.585691","74.3204243","","","","https://drive.google.com/open?id=1_hfzgAv_iU7hl0LJnP2xSGtCq1bufHHF","https://drive.google.com/open?id=1wsfrvaMifpZLuKc6v0AsI6km8pM2NfWd",""
"Lahore","rzccc","Jamia Masjid Darbar Shah Muhammad Ghost Lahore","Control","Hazrat sakhe sha Muhammad goss","Naseer ahmed","1940.0","Syed shah Muhammad ghous","","2.0","https://maps.google.com/maps?q=31.58001708984375%2C74.326416015625&z=17&hl=en","31.58001709","74.32641602","","","","https://drive.google.com/open?id=1XzRpPEKHM_9GLqH-th8ySf4nza6-uc0t, https://drive.google.com/open?id=1sZrUi89e8sfAAwxl28YOjchiv1fscFN0","https://drive.google.com/open?id=1urteYNI850RIeU6YHuP2P3IgDgE6bbzI, https://drive.google.com/open?id=1PTEt-lIX3AzUBPpq3hKcAJIfBwlqq_i9",""
"Lahore","vxoxs","Jamia Masjid Hanfiya Ghosia Shoe Market Lahore","Women Secular Info Share","مسجد جامعہ حنفیہ غوثیہ قادریہ شو و لیدر مارکیٹ شاہ عالم لاہور","Maulana Irfan","1977.0","","","2.0","https://goo.gl/maps/AhMDehoqVPDpSbuv7","31.58222","74.31641","","","","https://drive.google.com/open?id=1fUkA06yXBaq4nV4Q57P4ctMK9CBNqSNr","https://drive.google.com/open?id=1PAP7GefNjUOFPJ8qwGkWk9rOHmRtFlEg",""
"Lahore","wbail","Jamia Masjid Takiya Ujagar Shah Lahore","Control","Jamia Masjid Noor","Qari Muhammad aqeel","1990.0","","","2.0","https://maps.google.com/maps?q=31.5884416%2C74.3487115&z=17&hl=en","31.58844","74.34871","","","","https://drive.google.com/open?id=1ErHoAS0rbUqAx2xmIidJ-gPnYO0IjKx7","https://drive.google.com/open?id=1zzfXe9-nQE_bEn8D86aM3e6v6Kbk_ii3",""
"Lahore","wzjkx","Jamia Masjid Shah Jamal Lahore","Control","Jamia masjid Shah Jamal","Akhtar_raza","1925.0","Darbar shah Jamal","","2.0","https://maps.google.com/maps?q=31.52895%2C74.3286083&z=17&hl=en","31.52895","74.32861","","","","https://drive.google.com/open?id=1zKakeBK82fJGq23lPHGp0HsZd4-4IsOR","https://drive.google.com/open?id=1PmmRy0sluL9I4ePHxSFGcji9YSyNZL-9",""
"Lahore","emotn","Jamia Masjid Musafir Khana Ghari Shah Lahore","Women Religious Info Share","EMOTN	Jamia Masjid Musafir Khana Ghari Shah Lahore","Mehboob Hussain","1955.0","Baba Musafir Shah","","2.0","https://maps.google.com/maps?q=31.5630139%2C74.3433942&z=17&hl=en","31.56301","74.34339","","","","https://drive.google.com/open?id=1HABFWqH9W8ZngVqm_cVgPBADOILsE0fV, https://drive.google.com/open?id=1zpQ9oCN5O7hbAK7aRIb3bgArx3yJpu-Q","https://drive.google.com/open?id=1jvlk1Bj_6pn9_JfMefN_2F68hRtdXVqg",""
"Lahore","jeztx","Jamia Masjid Darbar Peer Hadi Rehnuma Lahore","Women Religious No Info Share","Jamia masjid peer hadi rehnuma","Qari Zafar iqbal","1967.0","Han g","","2.0","https://maps.google.com/maps?q=31.5592031%2C74.3211046&z=17&hl=en","31.5592","74.3211","","","","https://drive.google.com/open?id=1K5Sl4oCptG5OXH5-1HjzPtkJB-N7ZGtK","https://drive.google.com/open?id=1TB4nBp7bgNxMRqKVbb-vAstKlYkNWSWL",""
"Lahore","gsdas","Jamia Masjid Takiya Lehri Shah Lahore","Women Religious No Info Share","Jamia masjid takiya lehri shah","Not Found","","","","2.0","https://maps.google.com/maps?q=31.5315355%2C74.3126097&z=17&hl=en","31.53154","74.31261","","","","https://drive.google.com/open?id=18hx0sR4R2ZzlXqFLQr0uxecC5sBEmk6S","https://drive.google.com/open?id=1Oa6z4xkLMGeSzWagHS7M6ulGnM-glTVC, https://drive.google.com/open?id=1kkFsGEZ3FK6maD84-rIAydz0cpOjibWv, https://drive.google.com/open?id=1pPVtKC5vBYKA8Urstjwept34p_HMdkgX, https://drive.google.com/open?id=1s3teslxm50YBnNHpi3I16ad8MtyQD5ay",""
"Lahore","cqafr","Jamia Masjid Johri Shah Bandagi Lahore","Community Secular No Info Share","شاہ ابوالمعالی","Hazrat_Nabi","1905.0","Darbar Johri Shah bndagi","","2.0","https://maps.google.com/maps?q=31.5721909%2C74.3306608&z=17&hl=en","31.57219","74.33066","","","","https://drive.google.com/open?id=1jToCv6f_gkYmHD4uYpoNxu_nWNy33KUx","https://drive.google.com/open?id=1bfw0bStLuoCeD0zAEMvPg_WExEgdsYcK",""
"Lahore","ipdnb","Jamia Masjid Darbr Shah Ghadah Lahore","Community Religious Info Share","Jamia masjid shah gadah lahore","Faqeer Ahmed","1930.0","Darbar shah Ghadah","","2.0","https://maps.google.com/maps?q=31.5680878%2C74.3453139&z=17&hl=en","31.56809","74.34531","","","","https://drive.google.com/open?id=1jGkgCmpPflXu3r9ZmrCL2oRFtelaUu2f","https://drive.google.com/open?id=1wH1IdkuaN20_lA046EtpsB745KDutPRC",""
"Lahore","ljvby","Jamia Masjid Darbar Musa Ranjani Lahore","Community Religious No Info Share","Jamia masjid meeran hussain zanjanni","Rab Nawaz Chisti","1975.0","Syed Musa Zanjani","","2.0","https://maps.google.com/maps?q=31.583545%2C74.3398072&z=17&hl=en","31.58355","74.33981","","","","https://drive.google.com/open?id=1o7XsaISaS7wUFGZMLZB1SSLf6HlKeDFm, https://drive.google.com/open?id=1fRwzibLJ5qiHMXh4YoBNwEJU8H2YdC65","https://drive.google.com/open?id=1ZVK-kqNrj1B9JHLW6uux1aUfVvdkRZZG, https://drive.google.com/open?id=16FN9kaLlGEe3p-8MKSaxECqJdXFv8_8J",""
"Lahore","fevmy","Jamia Masjid Darbar Ismail Shah Bukhari Lahore","Community Secular Info Share","Jamia Masjid Darbar Ismail Shah Bhukari","Ghulam hussain shah","1968.0","Ismail shah bukhari","","2.0","https://maps.google.com/maps?q=31.5646835%2C74.3185463&z=17&hl=en","31.56468","74.31855","","","","https://drive.google.com/open?id=1ueqfpWigvvrGvNdNNt5VxIUsWCGxr7KN","https://drive.google.com/open?id=1iB0yCbKh9V4fBedekOqYdJTkNFqgsLuQ",""
"Gujrawala","CVXRS","Jamia Masjid Chila Gah Sakhi Sarwar Dhoonikal","Control","Dhonkal chila gha sakhi sarwer","Not Found","","","","1.0","https://maps.google.com/maps?q=32.071094%2C73.7195025&z=17&hl=en","32.07109","73.7195","","","","https://drive.google.com/open?id=1NdaZdj5bBZbJ2yWEp5eI8RJHEXxCAExR","https://drive.google.com/open?id=1LAonl7Ss_zIjAuZG5zN7IziQg0Fo7RG0",""
"Gujrawala","CCXYI","Jamia Masjid Molvi Muhammd Hussain Urdu Bazar","Women Secular No Info Share","Molve Muhammad husain wali Urdu Bazar gujranwala","Not Found","","","","2.0","https://maps.google.com/maps?q=32.166809%2C74.1825237&z=17&hl=en","32.16681","74.18252","","","","https://drive.google.com/open?id=1Ba2nKmzbU-HfZk33sWQkj-9UgLJcPuzT","https://drive.google.com/open?id=1alHwS3rg5ib6W9yGt5JvE6v3TrAVp-4I",""
"Gujrawala","BWXOO","Jamia Masjid Qudsia Rizwaiya Civil Line Gujranwala","Women Secular Info Share","JAMIA MASJID QUDOOSIA ROZVIYA CIVIL LINE","Not Found","","","","2.0","https://maps.google.com/maps?q=32.1650727%2C74.1907428&z=17&hl=en","32.16507","74.19074","","","","https://drive.google.com/open?id=1PSfRpZvj3CFxcIyQ6f5zHTjW40FLlK0a","https://drive.google.com/open?id=1RbpkD2I6UMTAxWOskKDijKUwCF7Xv2pi",""
"Gujrawala","SPHKK","Jamia Masjid Unchee Lahori Gate","Control","JAMIA MASJID UCHI LAHORI GATE","Not Found","","","","2.0","https://maps.google.com/maps?q=32.1572555%2C74.1890043&z=17&hl=en","32.15726","74.189","","","","https://drive.google.com/open?id=12dZ2oXeWcOtEEi-T1EKVOIY6N6VQ_xDI","https://drive.google.com/open?id=1D5SBbW3iwFU4wg0PIzFTc6_sVBMyyTV1",""
"Gujrawala","ZRXRI","Jamia Masjid Farookiya Chowk Pondanwala Gujranwala","Community Religious Info Share","JAMIA MASJID FAROOQIYA RIZVIYA POWNDAWALA","QARI ABDUL GAFAAR SAAB","1965.0","","","2.0","https://maps.google.com/maps?q=32.1571609%2C74.1928954&z=17&hl=en","32.15716","74.1929","","","","https://drive.google.com/open?id=1Zg1h0JgE-1wTxi6ZXmGj7HszEF4xkDTR","https://drive.google.com/open?id=1lnnS3aNyUDhISeUlfuRuiEhG1E0QfAEI",""
"Gujrawala","VIEXI","Jamia Masjid Miya Rehman Hafizabad","Women Secular No Info Share","Jamia masjid mian riman","QARI M AMEEN","1950.0","","","2.0","https://maps.google.com/maps?q=31.9074519%2C73.6126611&z=17&hl=en","31.90745","73.61266","","","","https://drive.google.com/open?id=10AKjP_HKCgRHBHbugJW4NpT3lgWSdHDP, https://drive.google.com/open?id=1FfyxErgKFW8wHNFhTeZt8gyQ1UYW14n6, https://drive.google.com/open?id=1pKMgTskPLeKQA4oWzJ5D_tu7ORaJfcO8, https://drive.google.com/open?id=1iL3nEfMhwUWEk2EPdzeGhDlfTdJe_OMH, https://drive.google.com/open?id=1U510zAP0T-8eCwMkWEQOBvTyu5UONPsx","https://drive.google.com/open?id=1VpZl20HDSrdMqVZDtB6oL4xECc6y7Kwt, https://drive.google.com/open?id=1xJJQjeaWAIk7e22zUKs3ciSMMCRq2yVK, https://drive.google.com/open?id=1u8kHOBXLyIHIuNpQQ3WIAL240Xo19ykQ, https://drive.google.com/open?id=1pnw-SLI1roXcfTccFafVUclA_T5n8Ozp, https://drive.google.com/open?id=16-wHWfhTwZKBnacGS7_cV2p4kJ2gvsBO",""
"Gujrawala","BJLNR","Jamia Masjid Darbar Boty Shah Hafizabad","Women Religious Info Share","Dabar botay sha","QARI RAFQAT ALI","1995.0","BABA BOTY SHAH","","2.0","https://maps.google.com/maps?q=32.2530001%2C73.6740197&z=17&hl=en","32.253","73.67402","","","","https://drive.google.com/open?id=1Z1g-jwYjIZKT50gf5Jip12d276C12nyd","https://drive.google.com/open?id=1CGMrpivhFuBosObOYVsmztqFEIImh0ZP",""
"Gujrawala","AOVKO","Jamia Masjid Darbar Gulaab Shah Rasool Langar","Control","Jamia masjid hanfia","ALEEM UL DIN","1930.0","SAYYED SAJJAD ALI AL MAROOF BABA GHULAAB SHAH","","2.0","https://maps.google.com/maps?q=32.3301433%2C73.7796783&z=17&hl=en","32.33014","73.77968","","","","https://drive.google.com/open?id=13Vz5Ib4Fx-4f82lRSZXyLQC8MHaS1-l9","https://drive.google.com/open?id=1O3TAQSDArIuUtHqQ_qOBHFSOE2T1VZuY",""
"Gujrawala","OUGEG","Jamia Masjid Darbar Bari Shah Rehman","Control","JAMIA MASJID BHIRI SHAH REHMAN","MOLNA NAVEED IFTKHAR","1945.0","SHAH ABDUL REHMAN AL MAROOF BHIRI SHAH REHMAN","","2.0","https://maps.google.com/maps?q=32.1328097%2C73.8295923&z=17&hl=en","32.13281","73.82959","","","","https://drive.google.com/open?id=1NfqjaDGIZkL1YzDd96_XDunx3ta2K73C","https://drive.google.com/open?id=1vjzyv-pjfYw4AnR7MzR3uD8tPMMfcSRk",""
"Jhelum","PXOLR","Jamia masjid Hafiz Noor Jhelum","Control","Jamia masjid Hafiz Noor jhelum","Mulana Abdul Rauf","1970.0","","","2.0","https://maps.google.com/maps?q=32.9284525%2C73.7339202&z=17&hl=en","32.9284525","73.7339202","","","","https://drive.google.com/file/d/1xnndrjTvK-aCJK2V3YkLeB-S-4wvzJ-K/view?usp=sharing","https://drive.google.com/file/d/17KzOkC3YJ7qDdUTVT7DykL-2-q32knDW/view?usp=sharing",""
"Jhelum","UVNAI","Jamia Masjid afghan Jhelum","Women Secular Info Share","جامع مسجد افغاناں","Mulana Aqil Sultani","1892.0","Hazrat Baba Din Muhammad Afghani","","2.0","https://maps.google.com/maps?q=32.9248217%2C73.7322679&z=17&hl=en","32.9248217","73.7322679","","","","https://drive.google.com/open?id=1cgwCTeWCevys3LxI-93IgDoeXhOp9wO2","https://drive.google.com/open?id=1mS4PkYEF6Gs2EXpemEoTAYngjYcyxP_m",""
"Jhelum","PIPXB","Jamia masjid syaden shah shahrazi chakwal","Control","Jamia Masjid Syaden shah Shahrazi Chakwal","M. Sharyar Saleem","2007.0","","","2.0","https://maps.google.com/maps?q=32.719097%2C72.9852805&z=17&hl=en","32.719097","72.9852805","","","","https://drive.google.com/open?id=1PChbFEy925gfFmnARhqjo2T9CihqXFk5","https://drive.google.com/open?id=18xgzlbCySLLYIb1Zd-EYgFU7LSn9MOt5",""
"Jhelum","HXSZB","Jamia Masjid Eid gah Tala gang chakwal","Control","Jamia Masjid Eid gah Tala gang chakwal","Ubaid ur Rehman","1950.0","","","2.0","https://maps.google.com/maps?q=32.9257983%2C72.4068136&z=17&hl=en","32.9257983","72.4068136","","","","https://drive.google.com/file/d/1-t5dZZW3s_cO8BUj_xf5Bz6cdpUXx76G/view?usp=sharing","https://drive.google.com/file/d/1vUvcX__uDw6lLrImzBEXJ680oDSLlITa/view?usp=sharing",""
"Gujrat","XYHJE","Jamia Masjid Ghousia Chowk Pakistan Gujrat","Women Secular No Info Share","Ghosia musjid","M faheem","","","","2.0","https://maps.google.com/maps?q=32.57686233520508%2C74.08113098144531&z=17&hl=en","32.57686","74.08113","","","","https://drive.google.com/open?id=1gcFLkaKZZDZrMIP77Nk9ZbQXBdxDgDTv","https://drive.google.com/open?id=1FE00cJ7grVMyb-Ee7ZLuHZleQFfigdtn",""
"Gujrat","CNZTW","Jamia Masjid Darbar Shah Jahangir Gujrat","Community Religious Info Share","Jamia Masjid Darbar Shah Jahangir Gujrat","حافظ ظہیر عباس","1850.0","حضرت شاہ جہانگیر","","2.0","https://maps.google.com/maps?q=32.580035%2C74.09792&z=17&hl=en","32.58004","74.09792","","","","https://drive.google.com/open?id=1PJgs2WNfiQZ7wg7A4zHe-hZQV-rjwlkG","https://drive.google.com/open?id=1KmyzPyPu-ErGIbNJdoApjOD-Q37LzEpr",""
"Gujrat","WRTAN","Jamia Masjid Darbar Nagy Shah Gujrat","Control","Jamia masjid derbar naghy shah","Hafiz Mohammad Tahir","1960.0","Peer Husain shah","","2.0","https://maps.google.com/maps?q=32.5710369%2C74.0883756&z=17&hl=en","32.57104","74.08838","","","","https://drive.google.com/open?id=1kW4L8oFyCPKkZ_EdnS7pCyIdYyB9SS7w","https://drive.google.com/open?id=13hrNTsuVlchrsQMcyUeFFAkQRhSeAER8",""
"Gujrat","ECKCL","Jamia Masjid Shah Hussain Gujrat","Community Religious Info Share","Jamia masjed Shah Hussain","Not Found","","","","2.0","https://www.google.com/maps/place/32%C2%B034'23.1%22N+74%C2%B004'28.3%22E/@32.5730954,74.0719479,17z/data=!3m1!4b1!4m4!3m3!8m2!3d32.5730954!4d74.0745228?entry=ttu&g_ep=EgoyMDI0MTIwMy4wIKXMDSoASAFQAw%3D%3D","32.5731","74.07452","","","","https://drive.google.com/open?id=1PPxuxOM2wIMr0JcrITGi7syxIY8JP_KL, https://drive.google.com/open?id=1gJLpNtwDY1D6cife9Thf8IlbH2p3Lsfd, https://drive.google.com/open?id=1k1E0WFHx1KvsQXJsJbptD7UHIVIJkft_, https://drive.google.com/open?id=1QgkF_wWO6CL1zrRB5wGL6wjf8XH8t1n_, https://drive.google.com/open?id=1ICZlEbwqOvCqRq8D43jOybMgweeNK3DN","https://drive.google.com/open?id=15za1QhbFaMbj9Dh_Yl--MEkYnTcmVD6Y, https://drive.google.com/open?id=1cJ9OjIOOs4VIIw42vjrqq6i4bmrMaXz2, https://drive.google.com/open?id=1-DqcPEfEpAeOJ3tGLUxO5beoIG0Tkm_A, https://drive.google.com/open?id=1ON72AxvGYjkV9UgsLzz_k-F7yHUakFi-, https://drive.google.com/open?id=19XitYM1Slxx6DkMe4wELyB_pCizJ2f7T",""
"Gujrat","PGPQM","Jamia Masjid Darbar Shiekh Ahmad Wali Gujrat","Community Secular No Info Share","جامع مسجد دربار حاجی شیخ احمد ولی","Not Found","","","","2.0","https://maps.google.com/maps?q=32.55938099122827%2C73.2109635245343&z=17&hl=en","32.55938","73.21096","","","","https://drive.google.com/open?id=15NA-z75BaMm1oYGaDZXG-oKU9z_ZiBQF","https://drive.google.com/open?id=1sTd5YlM4l8hLhAHTgL6Sz_2S0SeNoYIK",""
"Gujrat","KMBBM","Jamia Masjid Darbr Muhri Shareef Gujrat","Control","Jamia masjid darbar mohri shareef","Not Found","","","","2.0","https://www.google.com/maps?q=32.7960114,73.7892226","32.79601","73.78922","","","","https://drive.google.com/open?id=1xri0t6MXIhDdICHaZ5EK0fNYqKrFN21K","https://drive.google.com/open?id=14id7wpXsgIi9xZojwOEGmKP9QSsDhH7m",""
"Gujrat","SXNPD","Jamia Masjid Darbar Sain Karam Elahe Gujrat","Community Secular Info Share","Sayen Karam ilahi masjid","Qari Afzal ahmed","2000.0","سائیں کرم الہی سرکار","","2.0","https://maps.google.com/maps?q=32.5912875%2C74.0871527&z=17&hl=en","32.59129","74.08715","","","","https://drive.google.com/open?id=15wHuFh1R-BQORy3ZocCawbuixPFxMUmS","https://drive.google.com/open?id=1DEFU5sDwey5HZzEE_r6baKuOMo-ZWdS4",""
"Gujrat","QAQID","Jamia Masjid Darbar Shah Dhola Gujrat","Control","Jamia masjid shahdola","Mulana Muhammad Tariq","1892.0","Hazrat Kabeer ud Din Daryai","","2.0","https://maps.google.com/maps?q=32.5714635%2C74.0846047&z=17&hl=en","32.57146","74.0846","","","","https://drive.google.com/open?id=1OONC-I2MRr-lL3GvHO-GUQkGBHnHWnFg","https://drive.google.com/open?id=1DLOJoSadHrZC83TMddMsFS-XOhxX4xaU",""
"Gujrat","QVDJF","Jamia Masjid Haji Muhammad Din Gujrat","Control","QVDJF	Jamia Masjid Haji Muhammad Din Gujrat","Alama mulana mehar hayat","1934.0","Haji Muhammad din","","2.0","https://maps.google.com/maps?q=32.5714801%2C74.0857584&z=17&hl=en","32.5714801","74.0857584","","","","https://drive.google.com/file/d/1QjpSiGEHdRRoYdiIG8WMRvCfbRDsWhF6/view?usp=sharing","https://drive.google.com/open?id=1L9oSBZYReKTHypvdySBgItyXzsCXL2bp",""
"Gujrat","HOMVR","Jamia Masjid Dars Jhulana Mandi Bahauddin","Community Religious Info Share","Markazi jamia Masjid Sadiq akbar","Not Found","","","","2.0","https://maps.google.com/maps?q=32.5337283%2C73.4838909&z=17&hl=en","32.5337283","73.4838909","","","","https://drive.google.com/open?id=1mWVQ1kFfZHSEw7ijRQ55f1ncF5KkcDHB","https://drive.google.com/open?id=1xK2pdMG5wb9sbsVRtsris_JpLwDvJpXA",""
"Gujrat","IPMEE","Jamia Masjid Mandi Bhaludin","Control","Markzi Jamia Masjid Railway Road Mandi Bahauddin","Mulana Abdul Majid","1933.0","","","2.0","https://maps.google.com/maps?q=32.5864601%2C73.4900294&z=17&hl=en","32.5864601","73.4900294","","","","https://drive.google.com/open?id=1yBAs75IR4J8fbY4CQ8-51yvf149fOCD-, https://drive.google.com/open?id=1BK9N1IPOhg52CyF3d51axYbs2skZxYB0","https://drive.google.com/open?id=1WI5vLCQK1r5Mn01yJfUfAWKGBSCA-urO",""
"Gujrat","ZMBIV","Jamia Masjid Ale Sunnat Main Bazar Malakwaal","Community Secular Info Share","Jamia markazi Masjid ahl e sunnat railway Chowk malakwal","Mulana Muhammad Abrar","1995.0","","","2.0","https://maps.google.com/maps?q=32.5549029%2C73.2125862&z=17&hl=en","32.5549029","73.2125862","","","","https://drive.google.com/open?id=1LobgM7p3DcxAYwr9NHrCgNhDmEq-xSOw","https://drive.google.com/open?id=1jK2Rcu_apHaUS1seJp2VkQ3Um9wdAU5t, https://drive.google.com/open?id=1OStGkkQ4ePS8iBcsNINjdEW4H390-0Ei",""
"Saikot","AKNHZ","Jamia Masjid Darbar Eman Ali Alhaq Sailkot","Control","Jamia Masjid Emam Ali Alhaq Sialkot","Not Found","","","","2.0","https://maps.google.com/maps?q=32.4882583%2C74.5383817&z=17&hl=en","32.4882583","74.5383817","","","","https://drive.google.com/open?id=1ur8FWGCmspeLZOgHtgka3VfOLyuWmbuw","https://drive.google.com/open?id=15s7JlXhj8Q3FTQPlaGi701INPxP1Dngq",""
"Saikot","OIUJI","Jamia Masjid Darbar Chila Ga Kangna Peera Hamal Pura","Community Religious No Info Share","Jamia Masjid Dabar Cila Ga KangnaPeera Ahmal Pura Sialkot","Not Found","","","","1.0","https://maps.google.com/maps?q=32.6707567%2C74.5707033&z=17&hl=en","32.6707567","74.5707033","","","","https://drive.google.com/open?id=15mUkmgvLthZHhDrA5le5yJn6l8VooUTT","https://drive.google.com/open?id=1FfjSQOIkXUx0O8p9ieIoOiWa_j66chcf",""
"Saikot","OYFUJ","Jamia Masjid Unchee PansaRiya Sailkot","Control","Jamia Masjid Unchee Pansariyan Sialkot","Not Found","","","","2.0","https://maps.google.com/maps?q=32.4924412%2C74.5390548&z=17&hl=en","32.4924412","74.5390548","","","","https://drive.google.com/open?id=1k2Zy4yyVDpbv_GzwByc3H6sKNBLvzOX-","https://drive.google.com/open?id=11Ug7wCrug_-5fLyi72rh5j4xRtCQZz7S",""
"Saikot","PCBOQ","Jamia Masjid Safdariya Rangupura Sailkot","Women Secular No Info Share","Jamia masjid safdariya rangpura sialkot","Qari Muhammad saleem","1994.0","","","2.0","https://maps.google.com/maps?q=32.4948115%2C74.5621511&z=17&hl=en","32.4948115","74.5621511","","","","https://drive.google.com/open?id=1ZyZvfCxCln5j--uBznvHFg0mUKshyrlH","https://drive.google.com/open?id=1K7Fw_gzV-wPdEp1AEKJduscKYzWtcRlZ",""
